01.01.2010	0
02.01.2010	5.5
03.01.2010	0
04.01.2010	0.2
05.01.2010	6.9
06.01.2010	0.1
07.01.2010	1.5
08.01.2010	1.6
09.01.2010	0
10.01.2010	0
11.01.2010	0
12.01.2010	0
13.01.2010	0.4
14.01.2010	0
15.01.2010	0
16.01.2010	0
17.01.2010	0
18.01.2010	1.1
19.01.2010	0
20.01.2010	1.6
21.01.2010	0
22.01.2010	0
23.01.2010	0
24.01.2010	0
25.01.2010	0
26.01.2010	2.3
27.01.2010	0.4
28.01.2010	1
29.01.2010	0
30.01.2010	0
31.01.2010	4
01.02.2010	0.6
02.02.2010	0
03.02.2010	0
04.02.2010	1.1
05.02.2010	0
06.02.2010	0
07.02.2010	0.7
08.02.2010	0
09.02.2010	0
10.02.2010	3
11.02.2010	0.2
12.02.2010	0.5
13.02.2010	0.6
14.02.2010	0.3
15.02.2010	0
16.02.2010	5.6
17.02.2010	3.5
18.02.2010	2.4
19.02.2010	0
20.02.2010	3
21.02.2010	0
22.02.2010	0.4
23.02.2010	0
24.02.2010	1.4
25.02.2010	2
26.02.2010	1.7
27.02.2010	5.7
28.02.2010	1.1
01.03.2010	1.817
02.03.2010	5.267
03.03.2010	9.767
04.03.2010	8.567
05.03.2010	8.1
06.03.2010	3.683
07.03.2010	10.883
08.03.2010	9.367
09.03.2010	10.767
10.03.2010	9.183
11.03.2010	9.3
12.03.2010	0.017
13.03.2010	0.15
14.03.2010	0.033
15.03.2010	0.6
16.03.2010	0.583
17.03.2010	6.583
18.03.2010	9.633
19.03.2010	6.267
20.03.2010	0.7
21.03.2010	1.817
22.03.2010	1.467
23.03.2010	9.583
24.03.2010	9.267
25.03.2010	5.033
26.03.2010	1.35
27.03.2010	0.567
28.03.2010	0.767
29.03.2010	1.45
30.03.2010	5.133
31.03.2010	3.933
01.04.2010	7.083
02.04.2010	10.467
03.04.2010	1.033
04.04.2010	5.05
05.04.2010	5.633
06.04.2010	12.467
07.04.2010	12
08.04.2010	0.317
09.04.2010	8.383
10.04.2010	9.55
11.04.2010	5.433
12.04.2010	0.017
13.04.2010	0.75
14.04.2010	8.65
15.04.2010	1.25
16.04.2010	12.617
17.04.2010	13.067
18.04.2010	13.15
19.04.2010	11.733
20.04.2010	10.217
21.04.2010	4.65
22.04.2010	13.333
23.04.2010	13.667
24.04.2010	13.567
25.04.2010	12
26.04.2010	5.783
27.04.2010	9.317
28.04.2010	13.017
29.04.2010	11.033
30.04.2010	5.7
01.05.2010	1.633
02.05.2010	3.5
03.05.2010	3.2
04.05.2010	7.633
05.05.2010	5.133
06.05.2010	0
07.05.2010	1.167
08.05.2010	7.083
09.05.2010	2.45
10.05.2010	4.65
11.05.2010	1.983
12.05.2010	1.4
13.05.2010	0
14.05.2010	0
15.05.2010	0.467
16.05.2010	8.817
17.05.2010	6.7
18.05.2010	5.117
19.05.2010	0
20.05.2010	0
21.05.2010	7.3
22.05.2010	12.383
23.05.2010	12.517
24.05.2010	13.683
25.05.2010	10.867
26.05.2010	0.8
27.05.2010	3.15
28.05.2010	3.267
29.05.2010	6.083
30.05.2010	3.933
31.05.2010	0.683
01.06.2010	6.317
02.06.2010	2.117
03.06.2010	14.05
04.06.2010	15.433
05.06.2010	15.217
06.06.2010	11.167
07.06.2010	12.267
08.06.2010	7.983
09.06.2010	9.267
10.06.2010	6.467
11.06.2010	8.317
12.06.2010	3.183
13.06.2010	8.083
14.06.2010	9.467
15.06.2010	10.733
16.06.2010	14.9
17.06.2010	0
18.06.2010	11.483
19.06.2010	3.033
20.06.2010	3.767
21.06.2010	7.4
22.06.2010	12.317
23.06.2010	13.017
24.06.2010	14.733
25.06.2010	11.967
26.06.2010	14.033
27.06.2010	15.4
28.06.2010	13.3
29.06.2010	10.183
30.06.2010	13.683
01.07.2010	14.167
02.07.2010	14.383
03.07.2010	11.717
04.07.2010	6.35
05.07.2010	8.1
06.07.2010	11.617
07.07.2010	15.05
08.07.2010	15.183
09.07.2010	11.383
10.07.2010	14.217
11.07.2010	7.667
12.07.2010	11.767
13.07.2010	10
14.07.2010	12.083
15.07.2010	8.833
16.07.2010	13.867
17.07.2010	5.283
18.07.2010	11.817
19.07.2010	13.65
20.07.2010	14.417
21.07.2010	12.417
22.07.2010	1.817
23.07.2010	0.25
24.07.2010	6.933
25.07.2010	10.367
26.07.2010	1.033
27.07.2010	2.583
28.07.2010	4.033
29.07.2010	3.967
30.07.2010	5.083
31.07.2010	13.467
01.08.2010	6.1
02.08.2010	4.883
03.08.2010	5.967
04.08.2010	4.65
05.08.2010	0.917
06.08.2010	3.233
07.08.2010	12.5
08.08.2010	3.75
09.08.2010	8.1
10.08.2010	10.1
11.08.2010	1.483
12.08.2010	0.35
13.08.2010	4.95
14.08.2010	9.7
15.08.2010	0
16.08.2010	0.1
17.08.2010	0
18.08.2010	1.067
19.08.2010	10.4
20.08.2010	13.467
21.08.2010	13.05
22.08.2010	8.333
23.08.2010	0.35
24.08.2010	6.717
25.08.2010	6.483
26.08.2010	1.933
27.08.2010	2.183
28.08.2010	6.133
29.08.2010	1.233
30.08.2010	3.8
31.08.2010	8.383
01.09.2010	2.25
02.09.2010	2.9
03.09.2010	9.883
04.09.2010	6.833
05.09.2010	12.067
06.09.2010	11.367
07.09.2010	0
08.09.2010	0.017
09.09.2010	0
10.09.2010	4.9
11.09.2010	9.983
12.09.2010	9.083
13.09.2010	6.6
14.09.2010	0.417
15.09.2010	3.1
16.09.2010	1.5
17.09.2010	9
18.09.2010	5.7
19.09.2010	8.1
20.09.2010	5.4
21.09.2010	11.4
22.09.2010	11.5
23.09.2010	8.717
24.09.2010	0.65
25.09.2010	0.133
26.09.2010	0.6
27.09.2010	0.9
28.09.2010	0
29.09.2010	4.75
30.09.2010	0
01.10.2010	1.15
02.10.2010	0
03.10.2010	8.417
04.10.2010	7.683
05.10.2010	1.917
06.10.2010	8.133
07.10.2010	1.5
08.10.2010	7.6
09.10.2010	10.6
10.10.2010	10.533
11.10.2010	10.433
12.10.2010	10.4
13.10.2010	9.383
14.10.2010	9.383
15.10.2010	0
16.10.2010	0.35
17.10.2010	0
18.10.2010	1.45
19.10.2010	0.517
20.10.2010	1.317
21.10.2010	7.817
22.10.2010	1.8
23.10.2010	0
24.10.2010	6.283
25.10.2010	5
26.10.2010	8.317
27.10.2010	0.333
28.10.2010	0.917
29.10.2010	8.3
30.10.2010	1.25
31.10.2010	6.45
01.11.2010	5.717
02.11.2010	0.667
03.11.2010	0
04.11.2010	0.65
05.11.2010	0.983
06.11.2010	0
07.11.2010	0
08.11.2010	0.417
09.11.2010	0.283
10.11.2010	0.6
11.11.2010	1.783
12.11.2010	1.75
13.11.2010	0
14.11.2010	7.05
15.11.2010	0
16.11.2010	0
17.11.2010	0
18.11.2010	0
19.11.2010	0.483
20.11.2010	0
21.11.2010	0
22.11.2010	0
23.11.2010	0
24.11.2010	0.467
25.11.2010	0
26.11.2010	0.467
27.11.2010	0.15
28.11.2010	1.333
29.11.2010	0
30.11.2010	0.017
01.12.2010	0
02.12.2010	2.317
03.12.2010	0
04.12.2010	2.517
05.12.2010	0
06.12.2010	0
07.12.2010	0
08.12.2010	0
09.12.2010	1.433
10.12.2010	0.8
11.12.2010	0
12.12.2010	0.767
13.12.2010	6.417
14.12.2010	0.15
15.12.2010	0
16.12.2010	1.183
17.12.2010	4.567
18.12.2010	1.733
19.12.2010	0
20.12.2010	0
21.12.2010	0
22.12.2010	0
23.12.2010	0
24.12.2010	0
25.12.2010	0.433
26.12.2010	0
27.12.2010	0
28.12.2010	0
29.12.2010	0
30.12.2010	0
31.12.2010	0
01.01.2011	0
02.01.2011	0.317
03.01.2011	0.617
04.01.2011	0
05.01.2011	1.1
06.01.2011	0
07.01.2011	0
08.01.2011	2.117
09.01.2011	0
10.01.2011	0
11.01.2011	0.583
12.01.2011	0
13.01.2011	0
14.01.2011	1.983
15.01.2011	0.883
16.01.2011	4.75
17.01.2011	0
18.01.2011	0.15
19.01.2011	1.583
20.01.2011	0.3
21.01.2011	3.85
22.01.2011	2.217
23.01.2011	0.767
24.01.2011	0.083
25.01.2011	0
26.01.2011	0.133
27.01.2011	0.367
28.01.2011	1.333
29.01.2011	8.467
30.01.2011	8.183
31.01.2011	1.967
01.02.2011	0
02.02.2011	0
03.02.2011	0
04.02.2011	0
05.02.2011	0
06.02.2011	4.483
07.02.2011	3.567
08.02.2011	7.567
09.02.2011	9.067
10.02.2011	0
11.02.2011	0.25
12.02.2011	0
13.02.2011	1.717
14.02.2011	3.317
15.02.2011	0
16.02.2011	6.7
17.02.2011	1.8
18.02.2011	0
19.02.2011	0
20.02.2011	0
21.02.2011	0
22.02.2011	9.417
23.02.2011	7.3
24.02.2011	0
25.02.2011	0
26.02.2011	5.167
27.02.2011	0
28.02.2011	9.317
01.03.2011	9.783
02.03.2011	10.133
03.03.2011	9.483
04.03.2011	10.2
05.03.2011	8.85
06.03.2011	5.467
07.03.2011	10.8
08.03.2011	10.383
09.03.2011	4.567
10.03.2011	3.617
11.03.2011	0.2
12.03.2011	8.767
13.03.2011	0.233
14.03.2011	1.067
15.03.2011	9.317
16.03.2011	0.15
17.03.2011	0
18.03.2011	0
19.03.2011	6.567
20.03.2011	11.617
21.03.2011	11.5
22.03.2011	11.283
23.03.2011	11.067
24.03.2011	11.55
25.03.2011	10.417
26.03.2011	2.9
27.03.2011	5.083
28.03.2011	10.867
29.03.2011	11.583
30.03.2011	5
31.03.2011	0
01.04.2011	3.45
02.04.2011	11.183
03.04.2011	7.867
04.04.2011	1.967
05.04.2011	4.683
06.04.2011	5.533
07.04.2011	12.117
08.04.2011	11.133
09.04.2011	12.683
10.04.2011	11.6
11.04.2011	11.017
